"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","27","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","637","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","42","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","7","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","52","6","0.000000","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/LearningKit_Games/Assets/Characters/Character/Material/M_EpicCharacter_Optimized.M_EpicCharacter_Optimized","0","0","26","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Game/LearningKit_Games/Assets/_Shared/Materials/M_LearningKit_MasterMaterial.M_LearningKit_MasterMaterial","0","0","364","4","0.000000","0","455"
"/Game/Asian_Village/materials/building_materials/base_materials/M_base_color.M_base_color","0","23","5","1","21.106321","0","91"
"/Game/Asian_Village/materials/landscape_materials/M_landscape_material.M_landscape_material","0","161","20","4","180.155396","0","1361"
"/Game/Asian_Village/materials/building_materials/base_materials/M_stone_tiles.M_stone_tiles","0","23","4","1","22.882011","0","106"
"/Game/Asian_Village/materials/building_materials/M_building_wood.M_building_wood","0","88","7","2","101.204567","0","612"
"/Game/Asian_Village/materials/building_materials/base_materials/M_wall_panel.M_wall_panel","0","23","5","1","24.074013","0","124"
"/Game/Asian_Village/materials/postprocess_materials/M_postprocess.M_postprocess","0","4","4","1","2.361097","0","4"
"/Game/Asian_Village/materials/sky_materials/M_sky.M_sky","0","29","2","1","25.642799","0","232"
"/Game/Asian_Village/materials/trees_materials/M_bark.M_bark","0","118","6","1","122.205482","0","2225"
"/Game/Asian_Village/materials/cliff_materials/M_cliff.M_cliff","0","23","4","1","24.840094","0","109"
"/Game/Asian_Village/materials/decals_materials/M_decal_dirt.M_decal_dirt","0","21","2","1","19.505987","0","82"
"/Game/Asian_Village/materials/water_materials/M_water.M_water","0","13","7","1","8.595756","0","36"
"/Game/Asian_Village/materials/props_materials/M_statue.M_statue","0","23","2","1","19.768763","0","156"
"/Game/Asian_Village/materials/water_materials/M_water_noise.M_water_noise","0","39","8","1","28.797716","0","206"
"/Game/Asian_Village/materials/trees_materials/M_foliage.M_foliage","0","82","4","1","78.655144","0","756"
"/Game/Asian_Village/materials/props_materials/M_flag_banner.M_flag_banner","0","23","1","1","21.421799","0","143"
"/Game/Asian_Village/materials/props_materials/M_lantern.M_lantern","0","23","2","1","20.095791","0","114"
"/Game/Asian_Village/materials/building_materials/base_materials/M_wicker_wallpaper.M_wicker_wallpaper","0","25","1","1","22.874088","0","109"
"/Game/Asian_Village/materials/trees_materials/M_foliage_bamboo.M_foliage_bamboo","0","82","11","1","89.017082","0","945"
"/Game/Asian_Village/materials/building_materials/M_wooden_fence.M_wooden_fence","0","44","15","1","47.186646","0","357"
"/Game/Asian_Village/materials/plants_materials/M_grass.M_grass","0","82","1","1","80.146194","0","675"
"/Game/Asian_Village/materials/plants_materials/M_plants.M_plants","0","82","5","1","80.763428","0","891"
"/Game/Asian_Village/materials/water_materials/M_waterfall.M_waterfall","0","13","4","1","9.778321","0","45"
"/Game/Asian_Village/materials/building_materials/base_materials/M_concrete.M_concrete","0","44","9","1","39.387596","0","147"
"/Game/Asian_Village/materials/building_materials/base_materials/M_glass.M_glass","0","5","2","1","3.618132","0","17"
"/Game/Asian_Village/materials/building_materials/base_materials/M_tiles_WPO.M_tiles_WPO","0","23","13","1","20.061384","0","84"
"/Game/Asian_Village/materials/building_materials/M_door.M_door","0","23","3","1","21.433630","0","159"
"/Game/Asian_Village/materials/building_materials/M_building_metal.M_building_metal","0","23","2","1","21.948042","0","79"
"/Game/Asian_Village/materials/building_materials/M_thatched_roof.M_thatched_roof","0","41","3","1","33.975769","0","247"
"/Game/Asian_Village/materials/building_materials/M_building_concrete_WPO.M_building_concrete_WPO","0","23","3","1","24.392080","0","109"
"/Game/Asian_Village/materials/building_materials/M_block_foundation.M_block_foundation","0","23","6","1","22.157455","0","121"
"/Game/Asian_Village/materials/building_materials/M_column_decoration.M_column_decoration","0","23","4","1","22.478497","0","69"
"/Game/Asian_Village/materials/building_materials/base_materials/M_base_color.M_base_color","49","23","3","1","35.587166","0","105"
"/Game/Asian_Village/materials/building_materials/base_materials/M_wall_panel.M_wall_panel","49","23","1","1","14.533170","0","235"
"/Game/Asian_Village/materials/postprocess_materials/M_postprocess.M_postprocess","49","4","1","1","3.212885","0","13"
"/Game/Asian_Village/materials/sky_materials/M_sky.M_sky","49","29","1","1","22.916914","0","354"
"/Game/Asian_Village/materials/decals_materials/M_decal_dirt.M_decal_dirt","49","21","1","1","13.061843","0","236"
"/Game/Asian_Village/materials/water_materials/M_water.M_water","49","13","1","1","10.314299","0","95"
"/Game/Asian_Village/materials/plants_materials/M_grass.M_grass","49","86","2","1","53.422325","0","2869"
"/Game/Asian_Village/materials/water_materials/M_waterfall.M_waterfall","49","13","1","1","7.313712","0","66"
"/Game/Asian_Village/materials/building_materials/base_materials/M_concrete.M_concrete","49","44","1","1","33.706997","0","755"
"/Game/Asian_Village/materials/building_materials/base_materials/M_tiles_WPO.M_tiles_WPO","49","23","1","1","16.086105","0","232"
"/Game/Asian_Village/materials/building_materials/M_thatched_roof.M_thatched_roof","49","43","1","1","24.140251","0","420"
"/Game/Asian_Village/materials/building_materials/M_column_decoration.M_column_decoration","49","23","1","1","15.372736","0","276"
"/Game/Asian_Village/materials/building_materials/M_building_concrete_WPO.M_building_concrete_WPO","49","23","1","1","15.927785","0","194"
"/Game/Asian_Village/materials/building_materials/M_building_metal.M_building_metal","49","23","1","1","14.994164","0","219"
"/Game/Asian_Village/materials/building_materials/M_block_foundation.M_block_foundation","49","23","1","1","14.775009","0","235"
"/Game/Asian_Village/materials/building_materials/M_door.M_door","49","23","1","1","14.868668","0","179"
"/Game/Asian_Village/materials/building_materials/base_materials/M_glass.M_glass","49","5","1","1","3.092897","0","19"
"/Game/Asian_Village/materials/plants_materials/M_plants.M_plants","49","86","1","1","50.943745","0","1174"
"/Game/Asian_Village/materials/building_materials/M_wooden_fence.M_wooden_fence","49","44","1","1","27.227966","0","447"
"/Game/Asian_Village/materials/props_materials/M_lantern.M_lantern","49","23","1","1","14.532439","0","175"
"/Game/Asian_Village/materials/props_materials/M_flag_banner.M_flag_banner","49","23","1","1","13.828245","0","229"
"/Game/Asian_Village/materials/building_materials/base_materials/M_wicker_wallpaper.M_wicker_wallpaper","49","25","1","1","15.916793","0","166"
"/Game/Asian_Village/materials/trees_materials/M_foliage_bamboo.M_foliage_bamboo","49","86","1","1","54.648212","0","1966"
"/Game/Asian_Village/materials/trees_materials/M_foliage.M_foliage","49","86","1","1","52.232079","0","1308"
"/Game/Asian_Village/materials/props_materials/M_statue.M_statue","49","23","1","1","14.815098","0","200"
"/Game/Asian_Village/materials/water_materials/M_water_noise.M_water_noise","49","41","1","1","22.179430","0","587"
"/Game/Asian_Village/materials/building_materials/M_building_wood.M_building_wood","49","88","2","2","60.947250","0","645"
"/Game/Asian_Village/materials/cliff_materials/M_cliff.M_cliff","49","23","1","1","15.298713","0","162"
"/Game/Asian_Village/materials/trees_materials/M_bark.M_bark","49","124","2","1","82.526794","0","2042"
"/Game/Asian_Village/materials/building_materials/base_materials/M_stone_tiles.M_stone_tiles","49","23","1","1","14.752660","0","128"
"/Game/Asian_Village/materials/landscape_materials/M_landscape_material.M_landscape_material","49","161","13","4","131.912323","0","1107"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","29","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","43","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
